,capacity_mw,month,year,season,mwincrease,decay,sumdecay,adjustedcapacity,ghi_kwh_m2_day,capacity_factor,generation_gwh,Price ($/MWh),price_GWh,pricespike,pricevolatility,pricesmooth
2023-01,268.532,1,2023,Summer,3.8589999999999804,0.023155000000000002,0.9645649999999999,267.567435,6.7822,0.28259166666666663,56.255571587366994,142.38,0.14238,False,0.6124995943141928,0.10935916666666667
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,177.46,0.17746,False,0.28451131598397217,0.12276416666666666
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,194.4,0.19440000000000002,False,0.31793649991327194,0.12929666666666667
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,152.89,0.15289,False,0.3193111682786161,0.12960333333333335
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,220.63,0.22063,False,0.3577083678534304,0.13561083333333332
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,224.53,0.22453,False,0.373183345368959,0.14677333333333334
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,302.16,0.30216000000000004,True,0.34962261596126193,0.16663083333333334
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,263.78,0.26377999999999996,False,0.32266210960312297,0.18142333333333335
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,367.55,0.36755,True,0.36153879969175995,0.20245833333333332
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,468.11,0.46811,True,0.43090410778166105,0.22964583333333333
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,76.37,0.07637000000000001,False,0.49902487338687246,0.2259833333333333
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,56.04,0.05604,False,0.6089184807232839,0.220525
2024-01,384.136,1,2024,Summer,5.455000000000041,0.019294999999999903,1.3138599999999994,382.82214000000005,7.5382,0.31409166666666666,89.459485528188,30.53,0.03053,False,0.805493111105592,0.21120416666666664
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,30.35,0.030350000000000002,False,0.9428993479656765,0.198945
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,117.03,0.11703,False,0.939619865845806,0.1924975
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,265.83,0.26583,False,0.9584363036866739,0.2019091666666667
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,290.68,0.29068,True,0.9726798598355202,0.20774666666666666
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,326.08,0.32608,True,0.9929684402813413,0.21620916666666667
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,204.88,0.20488,False,0.9748542597763433,0.2081025
2025-01,572.114,1,2025,Summer,7.108000000000061,0.027275000000000205,1.89188,570.22212,6.9857,0.29107083333333333,123.48542057420401,124.98,0.12498000000000001,False,0.9582140619277868,0.19653583333333333
